Plate,Well,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Compound Name,Compound PubChem CID,Proprietary Compound,Compound InChIKey,Compound SMILES,Comment [Gene Identifier],Comment [Gene Symbol],Control Type,Comment [Control Type Comments],Quality Control,Channels
1093711606,D7,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1123537022,,,207,AKT1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,D8,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1004717578,,,4137,MAPT,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,D9,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0031130776,,,1956,EGFR,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,E10,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1063719876,,,2053,EPHX2,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,E11,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1001116600,,,3480,IGF1R,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,E12,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1058550320,,,2099,ESR1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,E13,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1151665532,,,2872,MKNK2,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,E14,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1081602071,,,2260,FGFR1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,E15,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1044801169,,,43,ACHE,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,E16,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1045788349,,,2798,GNRHR,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,E17,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Neutral Control,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,E18,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Stimulator Control,Leptomycin b blocks nuclear export of fascin,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,E19,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0178622440,,,328,APEX1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,E2,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1051657275,,,1565,CYP2D6,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,E20,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1088560040,,,5979,RET,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,E21,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1064742366,,,1128,CHRM1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,E22,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0067615591,,,1557,CYP2C19,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,E23,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1046247569,,,2099,ESR1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,E3,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1039542728,,,1813,DRD2,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,E4,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1043289444,,,4353,MPO,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,E5,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1044307722,,,1769,DNAH8,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,E6,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0151070869,,,8681,JMJD7-PLA2G4B,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,E7,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Neutral Control,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,E8,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Stimulator Control,Leptomycin b blocks nuclear export of fascin,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,E9,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1123531733,,,134,ADORA1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,F10,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1100037275,,,8856,NR1I2,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,F11,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0151399091,,,3702,ITK,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,F12,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1140248485,,,9891,NUAK1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,F13,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1001267610,,,,,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,F14,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0203035680,,,5914,RARA,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,F15,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1140252599,,,3357,HTR2B,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,F16,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1024637913,,,2475,MTOR,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,F17,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1036349872,,,80168,MOGAT2,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,F18,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0206299846,,,898,CCNE1,,,Pass,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,F19,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1140245588,,,,,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,F2,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1090320289,,,2914,GRM4,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,F20,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1104855445,,,5293,PIK3CD,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,F21,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1094656367,,,641,BLM,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,F22,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0212214688,,,32,ACACB,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,F23,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0157814449,,,251,ALPPL2,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,F3,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1082080747,,,1128,CHRM1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,F4,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0212872651,,,1230,CCR1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,F5,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0206640028,,,2099,ESR1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,F6,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1001564428,,,,,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,F7,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1051218311,,,1232,CCR3,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,F8,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0017199080,,,152,ADRA2C,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,F9,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0039563169,,,3351,HTR1B,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,G10,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1057546050,,,1131,CHRM3,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,G11,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1097965454,,,3293,HSD17B3,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,G12,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1122305564,,,,,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,G13,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1067945773,,,51053,GMNN,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,G14,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0030371488,,,1020,CDK5,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,G15,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1041275943,,,775,CACNA1C,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,G16,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0151306782,,,3480,IGF1R,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,G17,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0013047785,,,154,ADRB2,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,G18,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1049855403,,,1268,CNR1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,G19,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0151321191,,,641,BLM,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,G2,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1098659826,,,5169,ENPP3,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,G20,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1004683976,,,2908,NR3C1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,G21,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1122312962,,,1131,CHRM3,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,G22,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1004143729,,,5156,PDGFRA,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,G23,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1064525585,,,5141,PDE4A,,,Pass,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,G3,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1079337281,,,1723,DHODH,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,G4,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1057822741,,,1565,CYP2D6,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,G5,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1057815758,,,7421,VDR,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,G6,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1105186743,,,25,ABL1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,G7,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1044991903,,,3357,HTR2B,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,G8,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1000841659,,,2147,F2,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,G9,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1061741284,,,5159,PDGFRB,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,H10,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1107645719,,,3757,KCNH2,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,H11,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0013142236,,,1268,CNR1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,H12,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Neutral Control,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,H13,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Stimulator Control,Leptomycin b blocks nuclear export of fascin,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,H14,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1027244692,,,135,ADORA2A,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,H15,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0205083217,,,898,CCNE1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,H16,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0044390044,,,3551,IKBKB,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,H17,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1002560327,,,6555,SLC10A2,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,H18,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1045252727,,,5594,MAPK1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,H19,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1061381036,,,898,CCNE1,,,Pass,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,H2,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0150727630,,,,,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,H20,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Neutral Control,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,H21,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Stimulator Control,Leptomycin b blocks nuclear export of fascin,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,H22,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1140242559,,,2475,MTOR,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,H23,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1044845610,,,2872,MKNK2,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,H3,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1080142905,,,8325,FZD8,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,H4,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Neutral Control,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,H5,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Stimulator Control,Leptomycin b blocks nuclear export of fascin,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,H6,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1051755695,,,3815,KIT,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,H7,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1110480659,,,7099,TLR4,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,H8,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1080644676,,,2915,GRM5,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,H9,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1037687419,,,3357,HTR2B,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,I10,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1047626069,,,3815,KIT,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,I11,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1041748915,,,2741,GLRA1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,I12,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1089714782,,,1769,DNAH8,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,I13,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1048268586,,,2932,GSK3B,,,Pass,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,I14,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1024793141,,,1723,DHODH,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,I15,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1121648375,,,9475,ROCK2,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,I16,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0137863717,,,672,BRCA1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,I17,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0199167719,,,6530,SLC6A2,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,I18,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1027593980,,,140,ADORA3,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,I19,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1046155745,,,3716,JAK1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,I2,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1107818792,,,4544,MTNR1B,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,I20,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1063269395,,,139760,GPR119,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,I21,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1103240715,,,51053,GMNN,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,I22,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1140253807,,,5337,PLD1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,I23,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1107711140,,,,,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,I3,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0013489278,,,6311,ATXN2,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711606,I4,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1123573818,,,5579,PRKCB,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
